chirp_mass,mass_ratio,luminosity_distance,phase,theta_jn,dec,psi,phi
1.7784002,-0.9948071,0.4968587,1.1323781,0.37707275,2.4157426,-0.31812263,-0.4542284
-0.8888988,-0.62064713,1.04673,-1.4566227,0.1003586,0.22413266,0.4452286,0.37057173
-1.0271621,-1.1625702,0.45439678,1.2834867,0.14919072,2.5798225,-1.4980361,0.60170025
-0.94639415,-1.4990001,-1.0799474,-0.8673214,2.0151298,2.8656764,-1.3075616,-1.5603794
-0.2810216,-1.3411524,1.034356,-0.118179925,0.2626002,0.21989918,-1.0782264,0.34835994
1.0640564,-1.1285914,0.50150037,-1.1498873,-0.13473299,3.1213274,-0.99647367,-1.2044452
-0.3714759,-0.110817604,0.66120046,-0.9169783,0.4152104,0.83480936,-2.057379,0.5457551
-0.6658375,-0.4048911,0.3389159,0.36559173,-0.014132038,0.6467252,1.9099158,1.7536023
-1.1624689,-0.13559069,0.2566666,0.8773144,0.05348326,3.0360985,-0.045855876,-1.0717353
1.1515656,-0.08299342,-0.05394768,1.7756212,0.04477367,2.7856903,-0.006440005,0.4103321
1.4313332,0.8502803,0.7128557,-0.32776612,0.01046469,1.0866544,0.04657759,-0.75625294
-0.5698402,-0.6658513,1.0151141,-1.5732517,-0.21728007,0.27457297,1.2620195,0.33784205
-1.4754995,-0.13357218,0.9329953,-0.8774073,-0.44375023,-0.14214635,-0.41873646,0.09986914
-0.6625278,-0.2577796,-0.048290897,-0.029858233,0.24405493,1.6548138,0.6601335,-0.27334648
1.2426826,-1.1481247,0.53745484,0.45995688,0.23476347,3.19735,1.1724367,-1.4252996
-2.293283,1.1528398,1.2158294,-1.0735337,-0.06854834,0.26639163,-2.0908473,0.32899502
-0.83592063,-0.53732365,1.1807711,0.61738336,0.26037085,2.8479638,-1.3216358,-0.2989435
0.5216117,-0.32792407,1.210332,0.16844982,0.05592251,1.131427,0.2984361,0.9191298
-0.42568573,-1.4418252,0.85347426,-1.7811836,-0.5223865,0.20196807,0.9945353,0.26420507
1.0957129,-1.0388079,0.8361343,-0.08393041,-0.08169968,2.6714754,1.384993,-0.8136288
1.570966,1.4197843,1.2890835,-1.3896611,0.19989614,2.6982284,-0.26645675,-1.8945581
-1.5066546,1.6310072,1.4636031,-2.6027405,-0.03307684,3.183991,-0.32204396,0.12546593
0.3252726,-0.23780605,0.5636841,0.66947806,0.22345991,2.3152924,0.81917185,-0.10351847
1.3920599,-0.16871862,-0.46308857,-1.3847231,-0.027971078,0.87616986,1.1544605,1.664935
0.92704296,-1.3339027,0.9699129,0.18906446,0.057852563,0.40249836,-1.0229555,0.91537803
-0.020933598,-1.4311796,0.5159166,0.7426095,-0.17953277,2.3905246,-0.20823888,-0.161768
-0.60740215,0.3800633,1.0364586,-0.75000197,0.1815799,2.7097588,0.87693775,-0.7363996
-0.9619734,-0.45010778,0.7991395,-0.01732032,0.07361043,0.9440513,0.75592977,1.545436
-0.15977858,-0.9140763,0.89128125,0.7638816,-0.08512288,0.12320924,-0.7351486,1.0170835
0.5360718,-0.93619347,0.59935147,-1.6056889,0.17749287,0.28738177,0.92204595,0.78851604
-1.3321458,-1.3150007,1.1497134,0.81903213,-0.67276376,1.0097141,0.17441952,1.8957925
0.78030175,1.3787323,1.2742099,-0.4460407,-0.030939529,1.334769,-0.46751338,0.2896065
1.594106,-0.4578974,0.82948864,0.24759267,0.12865649,-0.18435621,0.34040314,1.0486195
-0.12021603,0.43031815,0.30264536,-0.042797454,-0.36022943,1.1422124,1.301441,1.5745071
-1.6405855,-0.07519709,0.6547519,1.6958873,0.18757781,0.41322994,-1.3951269,1.387837
-1.6079886,-1.7917162,-0.1909361,-1.8496329,0.6565459,2.3433897,1.9453993,-0.55616033
-0.63856596,1.5575452,1.2600569,-0.14949149,-0.015152579,0.07446003,1.4272621,1.5201707
0.7193271,-1.1985033,0.96493554,0.09333373,-0.07322815,0.77795386,0.91937274,1.7414109
-1.249456,0.7679808,-0.24060392,-0.16885851,-0.27594554,1.3198206,1.3595796,1.7403165
-0.68464404,0.4114294,0.7983987,1.203938,0.62666863,1.0560565,0.1916269,1.554026
-0.16090077,-0.45513034,-0.6628012,0.6911908,0.15599698,1.2806475,1.2238889,1.6596355
-0.5190962,-0.28662932,1.2218493,-0.39110047,-0.08614975,1.1015093,0.6814837,-0.0021719914
0.3192659,-1.4456521,0.57591426,-0.22493565,-0.19820386,2.2625556,-0.9615695,-0.12752016
-1.1181549,0.40917414,0.5668204,1.7406317,0.29111034,2.9148042,-0.4308523,-0.63295716
1.3732291,-1.3357598,1.144536,0.1275551,0.22974057,1.0264165,-1.383337,0.5173429
-1.2356672,-0.6997691,0.6637433,0.43440154,0.16977547,2.8473,-1.2944856,-1.807017
-1.6202248,-0.26744443,1.251701,-1.1220243,-0.05773663,0.6808029,-0.5285472,-0.047327623
-1.6785574,0.26633027,1.0318189,-0.6339533,-0.30451038,2.071345,-1.3546119,1.7546172
1.4122958,-0.93013376,1.1483128,0.041982763,-0.17527327,2.0200043,0.41457292,-0.39936414
-0.1107523,1.2551913,1.1525289,-0.28636754,0.1871438,2.182406,-1.0264422,0.30389434
0.82995456,0.8002955,0.48657447,2.292299,-0.24770355,-0.105526805,1.1393055,0.64060307
-0.37445894,-0.24201198,0.34650832,2.116209,0.7138176,2.6141124,0.3341827,-1.513952
1.4312959,0.82997,-0.24761377,1.2933818,-0.08644605,0.9766571,-1.7306504,1.7907124
-0.2059988,1.1930238,0.16248377,-0.65008926,0.020068595,1.3397719,-0.7608874,1.6270233
-1.019644,0.7612623,0.51031506,-0.88819194,-0.08790318,0.98083705,1.0444196,1.3028574
-0.4420476,0.9297887,-0.23206708,1.855721,-0.06987609,3.6009603,-0.5224295,-1.1646516
-0.6206994,1.4144336,1.1090617,0.2700756,0.16436121,1.448236,-1.0320952,-0.3104392
-1.6933867,-0.3649666,0.05994263,-0.48324564,0.2802416,0.9926446,-0.49113905,1.9857448
-1.1212871,-0.11982034,1.1804867,-0.53255576,-0.013814712,1.5636727,-0.1590217,-0.3487675
-1.2724568,-0.2266773,0.46625584,-0.9111982,0.3289203,3.1336803,0.9447929,-0.6893926
1.6505805,-1.616646,0.89775294,-0.3310814,0.3779941,0.9393886,1.2624674,1.6149893
0.245549,-0.98130226,0.88879484,0.3757297,-0.1579688,2.042388,-0.73825544,-0.092154495
1.7343401,-0.66159534,0.25033483,-1.201075,-0.12688072,-0.021356583,-0.8659671,0.11239044
-0.04730576,-1.5252138,0.5804068,-0.35922724,0.359669,2.756628,0.5549757,-1.8221319
-0.35824466,0.70836353,0.69802666,-1.2972223,-0.3466974,1.700696,-0.2262237,-0.14439388
0.07601048,-0.5076599,1.013529,1.2914861,0.048362866,0.907912,0.40919164,0.69478357
-0.68846256,-0.9290462,0.9970247,1.2716488,-0.064460866,1.2305751,-0.06760626,-0.22577234
1.7935528,-1.2576486,0.88090825,0.116239846,0.17718413,0.55544984,-0.37174472,1.4650236
-0.44572404,-0.6444524,0.32395107,1.3164855,-0.17586957,1.4155712,-1.62732,-0.67524576
-0.9058755,-1.3524454,1.0905504,0.5955281,0.057739194,0.97988003,0.7011815,0.12581083
-0.40081704,-0.4477205,0.9329807,0.0016098199,0.10489659,1.3568767,0.29014778,1.0541701
-0.727394,-0.37268874,0.58240324,0.45250863,0.4204112,0.6856216,1.1086742,1.6263754
-1.4084179,-0.43154338,1.0525495,0.296175,-0.23210791,-0.13188708,-0.023500597,0.72184634
-0.19459923,-0.9119117,1.1878779,1.2230233,-0.58160865,0.2947135,-0.0962378,0.5549124
0.104087405,0.3436334,-0.71037036,-0.14434336,0.09344609,1.7164676,-1.3294662,-1.6778755
0.5268573,-1.5666659,1.1112108,0.69023156,-0.10585519,1.3114573,1.2949855,-0.20262572
0.1048609,-1.5635029,0.6255198,-0.47691536,0.1522248,1.77597,-0.6148317,0.054478597
-1.0500028,-1.6083313,0.87482494,1.9263968,-0.04654869,1.9411125,-0.9099597,1.5669475
1.5376288,-1.1325344,-0.23636217,-0.38327277,-0.09102119,1.1295853,-0.22542207,1.6787401
0.6908488,-0.7271707,0.7125839,-0.40286267,0.07418918,0.2035352,0.5010221,0.8216314
-1.3971373,0.11658626,1.3377997,1.4433085,-0.04587285,1.4835442,0.4734972,1.6817743
0.13719481,-1.2375911,1.019494,-0.70597845,0.49427584,1.3951485,-1.7113342,1.7392714
1.3510307,0.34882504,0.5759527,-0.65262616,-0.12004977,0.6918828,-1.8308239,0.555205
-1.5823786,-0.5598354,1.0219885,0.10311762,0.3716559,2.5116491,-0.37836847,-0.54641044
-0.7061744,-0.46561652,0.7455822,-0.7246731,0.10025293,1.8276112,0.117619626,-1.5755947
-0.6560741,-0.60357094,-0.3184593,0.9916722,0.49247935,0.26303923,0.9417354,0.28977346
0.0052446597,-0.118484944,1.1132884,-0.398935,0.026826834,1.737567,1.2526677,-0.5483559
-0.54704803,-0.35266554,1.1426806,0.70297843,0.5248948,0.58307135,0.17864476,1.7299131
-0.4776349,-0.68799156,1.1806492,1.040046,0.05377416,0.6775354,-1.6635591,1.0361997
0.74874216,0.0668593,1.1009469,0.41494095,-0.76749384,1.2223971,-0.12810847,1.6674681
-1.2332263,0.09518987,0.8865626,-0.6048501,-1.1582319,1.3475131,1.0980195,1.8140329
-1.5545503,0.1330662,1.1886458,-0.68907076,0.07576233,2.13975,0.18144587,-0.23992431
-0.7791979,1.1662918,0.69485265,-0.23353925,-0.20958403,1.6244845,1.4562345,-0.16554856
0.8779214,-1.3664342,0.75911343,-1.0846611,-0.42063135,2.3741403,0.62382066,-1.4218915
0.5848813,-0.27552205,0.7340568,-1.1188029,0.16282344,1.6504248,0.8582995,1.0889251
-0.7219121,1.8309602,0.33268625,0.0942383,0.13244586,0.45568764,1.1467143,0.55513877
1.474993,-0.25521898,0.7645404,-2.099799,-0.11281094,0.90161854,0.57043165,0.60860085
1.5457746,0.7180665,0.05772252,-0.71667755,-0.05801627,1.388098,-0.94820654,-0.61480325
0.10174818,1.4255366,0.8928219,1.3244667,0.6239709,1.9740088,-0.15233184,-0.31191126
-0.02462018,0.3786205,0.1276447,-0.40928608,0.03281315,1.3750706,1.8523539,1.7161574
1.3875319,-0.27164102,0.63415676,1.8051047,-0.024381973,1.5584823,1.9886686,1.2628837
-1.4431769,-1.8690538,0.86469203,-1.4147936,0.08588802,2.5986295,-1.1831002,-0.16955747
-0.64364207,-1.5208057,0.48332503,1.8226819,-0.2387286,1.1525812,3.1313598,1.7670743
-1.2758992,-0.23122199,0.84935945,-0.9409326,0.22034554,0.6947842,1.5339954,1.4696203
1.1116161,-1.0579221,1.2996098,0.59500283,0.50159943,2.012525,1.5561686,-0.25085273
1.2050987,1.602459,1.0098665,-0.80665135,0.115782216,1.1112113,-0.80021834,1.6063988
-1.0865271,-1.3567219,1.0500567,-1.169227,-0.3705372,0.6982446,0.07912408,1.2616214
0.42922688,-0.86509293,0.46544394,-0.90001506,0.06117226,1.7425232,-0.15510376,-0.3453163
0.24522638,1.641099,1.1766406,0.8069483,-0.32306516,0.44564104,-0.7704566,0.58778834
-1.0860652,-1.6865909,0.5715929,1.6843978,0.22135408,2.2941134,0.42716852,-0.22972222
-0.6641008,-1.566211,1.0553389,-1.553362,0.31369653,0.6202058,0.65347767,1.3754876
-0.7638166,-0.32535487,1.2344941,-0.1771883,0.029186005,0.49051392,-1.029761,0.068934076
-0.9222248,-1.5368006,0.55357647,0.50233316,0.055205405,1.3442998,0.7152391,-1.8139867
0.042473216,0.7901215,0.3369681,0.7912208,0.038061447,0.6363154,0.5918461,1.4391986
0.0017132242,-1.7792413,1.0371691,0.78395563,-0.14435957,1.1273508,1.6738775,-0.76361394
-0.958058,-1.6980727,0.7818997,-0.82526124,0.24895556,1.0997586,0.71881986,1.874373
1.6344768,1.3976789,0.7842668,-0.22246452,-0.21906567,0.10734248,-0.9216572,0.45652196
0.69741917,0.33673963,1.1039107,-1.4906921,0.6455444,1.0515816,-0.18832906,1.7784353
0.14632624,-0.09441513,0.58398205,-0.09545988,-0.14276077,-0.41932273,-0.6312712,0.5355097
-1.214046,0.3389197,0.9181656,1.2533926,-0.062353335,1.4898077,-1.7310877,-1.2635996
0.85135,-1.3266262,0.96465105,-0.6740183,-0.065692164,0.8044237,-1.0516628,1.0020672
0.56327647,-0.8288252,1.0774406,-0.4431458,0.030070731,2.908588,1.3740585,-0.6428946
-0.8004336,-0.98238474,1.1924213,-0.6033563,0.39223066,2.2792447,-0.27554417,1.6379596
-0.89498276,-0.984117,0.87306195,0.6000698,0.44694504,1.0427718,0.3855695,1.9512118
-0.8535685,0.6806274,-0.896661,0.83723414,0.053372543,-0.6151682,-1.8251185,0.41885662
-0.6548068,-0.62120986,0.78449446,0.94487417,0.21623136,0.3913244,-0.17450155,0.58096004
1.701746,1.4954023,0.22123393,0.27481374,0.044433672,1.0671582,-0.8914145,1.4155502
-0.76607597,-1.5624013,1.0143793,-0.5138211,0.3418652,0.75575376,-1.2219019,0.36922863
-1.4535614,-0.53925145,0.9623773,0.16680166,-0.1775119,0.50485945,0.2641977,1.3316922
0.9389844,0.5205961,0.82587093,-0.2681586,-0.62460375,1.1508396,-1.3995426,1.9141824
-0.97068447,0.5412302,0.41222715,-0.438778,0.18094291,1.2252387,-2.0993958,-0.2547494
-1.4537848,-0.39916947,1.2214515,-1.4192702,-0.1184261,0.506973,-0.69689065,1.2462777
-0.9083827,-1.6302881,1.0981727,0.10331535,0.08887317,0.59608495,0.74922174,0.23656937
-0.9323613,-0.06551897,1.1686838,-0.58053505,0.4305671,1.380418,2.2222025,1.6461761
-1.2315433,0.17666626,1.2672546,1.3888756,0.05747423,0.70078725,-1.2299381,0.55172735
0.8830602,0.83518153,-0.79333293,-1.0499519,0.33560097,0.8531847,-0.92210674,1.7312025
0.15102503,0.805214,-0.7193101,-0.6042104,-0.8457213,0.21736562,-0.39388773,0.48466974
1.1243079,0.047005784,1.2365451,0.64485383,0.3094142,1.1655375,-0.9521338,1.5441318
-1.0620005,-0.54670453,1.1597171,0.15477708,0.22120212,0.73436433,0.33967456,1.3765907
-1.594403,-0.429535,0.99153113,0.14868297,0.03153743,0.3515376,0.2540606,1.6782844
-0.67542493,-0.3466417,0.43856,-0.98322153,-0.116494425,0.75041306,-0.67684627,0.7902571
0.55688477,-0.7700506,0.48048034,0.9865628,0.15005063,1.6951506,-0.7213706,1.3436092
-0.76589656,1.7203465,-0.12373581,-0.39371985,-0.16364692,0.46780872,-0.8003195,1.2454947
-0.31217167,1.0860121,1.2184597,-0.69246596,-0.48913497,1.4280388,0.38244742,1.5321977
0.50496244,1.1475648,0.5680554,-1.4897232,-0.19301255,1.2972025,0.016901677,-0.19009088
-0.7745236,-0.8516226,0.7328647,-0.4599719,-0.17414281,0.70433843,-1.2973839,1.4842782
1.172353,-0.5501032,0.97391814,-0.3070038,0.026071096,1.362386,0.09318717,-0.36054024
-0.08264154,0.23136756,0.36219794,0.52906567,-0.34170845,2.26584,-0.29646593,-1.695793
-1.2944292,0.7167293,-0.15455593,0.29685566,-0.02639649,3.2370393,-0.4395624,-1.4666764
-0.6559,-0.81320846,1.1437691,0.13113774,-0.3745192,0.044129968,0.25446215,0.65060997
-0.4144328,-0.9949757,0.61393803,0.6399261,0.3245214,2.3206584,-0.86592424,0.19841903
-1.740291,-1.3798157,1.0867741,-0.7780007,-0.39058873,2.2281723,-1.0195045,-0.11908881
-1.3899958,1.0631443,0.5542946,-0.8563995,-0.31238037,1.0289115,2.36176,1.8065815
0.5910833,-0.8054081,0.5039775,0.39953595,0.25940967,-0.17977023,0.359455,1.0805597
0.73481387,-1.0335089,1.0470805,1.8395256,0.07813065,2.0942695,-1.1198013,-1.3813227
1.3022776,-0.4002608,0.53272694,0.11681732,0.029538887,2.6311467,-0.44609392,0.102996945
-0.05908953,-1.5380297,1.2235202,0.37194484,0.07415742,0.23085213,0.90425533,1.2652484
-0.8289694,0.82160324,0.70003897,0.84323597,0.10669037,0.24853778,-1.809804,-0.086477496
1.9511789,1.5575167,0.7777934,0.09446085,0.06809377,1.7594316,-0.86762965,-0.7152343
0.4182694,1.0216534,1.257968,-0.638416,-0.09150087,3.1190298,1.0512749,-0.945755
0.74725187,1.0603176,1.1500111,-0.66372454,0.055327833,1.9921108,0.5959498,-1.2244245
-1.4296641,0.4828819,0.07803892,-0.26985767,-0.3208888,1.2458867,-0.14313573,1.8654567
1.5276321,-0.58874077,0.95645434,1.1750839,-0.058251087,1.0495473,-2.6084704,0.9687726
-0.6777786,-1.0884417,0.65297055,-1.7242573,0.057778757,1.6699367,-0.3680887,0.3452496
0.32504156,0.85844785,-0.31115958,0.31119514,0.12316903,0.074077845,0.3621655,0.3522677
-0.7158549,-1.9265627,1.3498741,-1.7113589,0.034045245,0.18594992,-1.7580296,1.4645964
0.96418214,-0.08339882,0.7883657,-1.5521417,-0.0808905,1.0015812,-0.5427004,0.02980322
0.33478892,-0.60838556,0.83248025,1.2155467,0.14144826,0.19834375,0.08448458,0.20818266
-0.26970017,-1.5672609,0.9488242,-0.071298555,-0.24939391,2.092773,0.18144621,-0.46291354
-1.1272051,-0.9341037,0.29474032,0.04956022,0.07600224,1.3048067,1.0305772,1.5376921
0.4439269,1.2494359,0.5589759,1.1498353,-0.16135629,0.38720202,-1.2672355,0.97092766
0.64691985,1.6905104,0.5921105,-0.092211716,-0.0661227,0.95028615,-0.92567694,1.2586921
0.17479089,-1.4320471,0.6580357,0.59370774,0.077540874,1.1235602,0.5033169,-0.22175474
-0.59500396,-1.0732353,1.0774815,0.43244463,0.20720938,0.35981262,0.62104386,1.4114739
0.027666084,-0.49017748,-0.9928058,-1.126656,-0.21169205,0.109461546,1.5917777,0.6454333
0.9905316,0.32994363,0.11285952,-0.73278123,0.068625845,-0.0068210363,-2.5902343,0.914123
-0.8497134,-1.5109085,1.0698575,-0.3634928,-0.24269338,3.1693006,-0.7642215,-0.648636
1.7335664,0.5019929,-1.1280407,-1.4290735,0.02269745,3.0904474,2.1640968,-1.234838
1.4413773,-1.6683246,0.94245034,-0.734518,0.4445652,0.39651728,-0.07650113,1.4488649
0.8586086,-0.7613022,1.0990303,0.27492934,-0.11832999,0.36903334,1.474447,1.4666595
0.04908059,-0.0500758,0.35962147,0.38330942,0.109115,0.6647721,-0.57084715,1.4894729
0.26434883,0.38403872,1.2378289,-1.6677876,-0.25301492,1.314634,0.3803947,1.3671644
1.3927573,-0.4554571,0.70132333,0.68583673,0.26007167,1.0740455,0.53909594,1.7179606
1.2592043,0.13094142,0.8315165,0.4895885,-0.089369,0.7723497,1.1289742,0.6930944
-1.1045206,0.04147044,1.0491601,0.7027259,-0.50921893,1.6655105,0.62719256,-0.4819373
0.24256583,1.4396092,-0.27295497,-0.051247906,-0.03375725,0.9135552,-1.9375659,-0.117261805
-0.7955908,0.52911645,0.6777427,1.2127995,-0.085513555,1.3693949,-0.39149454,1.3959699
0.8725148,-0.08220371,0.32806298,0.67426544,-0.0540843,1.4661902,-0.8490812,1.3719935
2.1051767,-0.89877504,0.81998837,1.1378225,-0.52780455,1.2454811,1.0234643,1.4646866
-0.41948462,-0.5302002,0.56739587,-0.9130825,-0.018399408,1.2767379,-0.28646323,0.45475692
1.6656362,0.64912623,0.35121757,0.13285442,0.24399513,1.1124417,-1.3499177,1.7948561
0.14579588,0.21838912,1.08674,-0.43331742,0.012161696,0.36618924,0.5808799,1.4084721
-1.3344162,1.7809949,-0.62698513,0.6634243,0.062596284,1.3814733,-0.98074967,-0.23292832
-1.7562503,1.1889035,0.47935754,0.91777986,0.2072881,2.7767353,0.39132556,-1.6790205
-0.5841102,-1.6191287,0.5100266,-0.29053926,0.03880987,2.2736015,-0.76863325,1.317602
0.9323117,1.6534883,1.3957325,-1.8323022,-0.050546665,1.1930475,-1.3451517,0.85076755
0.432204,0.13971993,0.64631826,-1.440208,0.23563233,1.1269008,-1.0540899,1.3960456
1.2092566,0.57750255,0.51732004,0.41053596,-0.114517644,1.1968014,-2.1073406,-1.5836947
1.134255,0.49161583,0.903882,-0.40010157,-0.011385242,3.4556897,0.8174886,0.16543117
0.26748806,1.3741095,0.7557244,0.30787224,-0.04361132,2.5649865,1.7381603,-0.511548
-1.6500621,1.2806906,-0.17434211,0.7968652,0.16996524,0.16959333,-1.9755837,0.87170255
-1.2926247,-1.0738477,1.0746077,0.015546356,-0.33786076,0.9502144,1.8017073,1.3680136
0.34511882,-1.5388552,1.0828683,0.55394584,0.21211424,2.709631,1.5302944,-0.9589379
-1.8719262,1.2114418,0.729425,-0.60098547,0.30332753,0.19000757,-0.27960363,1.2735482
0.08304245,-1.0561469,0.9402019,-0.374261,0.53136015,0.071002364,-0.626498,0.66981757
0.781035,-0.9892934,0.9893548,1.7192026,-0.16043758,2.0638134,-0.44326308,0.26502872
-0.05595647,-0.25797194,0.9084996,-2.9921155,0.013471632,1.2600124,-2.7360554,1.0515232
-0.95241934,-0.5100355,0.89214015,2.1060195,0.15225537,0.6938579,-0.51407784,1.8102468
1.134836,0.52092934,0.18576112,-1.1416173,-0.029086696,2.9231238,0.5444814,0.06386535
-0.270335,-1.8203592,1.2413135,0.25049448,-0.04659864,0.39614666,1.689635,1.5962609
-1.4976863,-0.6763642,1.2671281,-0.5065936,-0.0271734,1.2574039,0.35207927,1.1371089
-1.8198618,1.3743426,-0.54038584,-0.20881574,0.09334124,0.44534516,0.28293082,1.274765
-0.14815062,-1.5372192,1.0190358,0.69723755,-1.0594401,2.0826404,-1.4734915,-0.21868438
-1.06939,0.6850388,0.70754784,0.20664492,-0.010901172,2.967428,-0.6788827,-0.2857487
-1.1712003,-1.1478171,1.1929328,-1.6331286,0.031559445,1.5089853,0.40818942,0.17498015
-1.1047449,-0.783162,0.3585461,1.8723446,-0.006939926,1.5365479,-0.58546174,-1.338924
-1.8966537,0.844171,-0.74994016,0.0689969,-0.08885638,0.918922,0.28378496,1.3883479
0.55092204,1.4698316,0.1582344,0.0562392,0.13298246,0.08129263,-0.05635236,1.4727352
0.5830587,1.0383844,-0.8264268,1.0418793,0.48097298,1.1159966,0.34530583,1.9415035
1.3999646,0.82615507,1.1193964,-0.5707264,0.15838031,1.1972002,-0.54655874,1.6732503
-0.3056705,1.3068855,0.56852806,0.32885033,-0.20067884,1.7350025,0.7519484,0.31706482
-1.5151099,-0.23603147,0.6510847,-1.0337007,-0.011183525,1.7758691,0.4638233,-1.4986069
0.61633843,-1.1831708,0.24068207,-0.54103714,-0.38959792,3.0041318,0.23025039,-1.4796127
-0.025810532,0.004746136,1.2854626,-0.61578286,-0.003775195,0.20715451,-1.7559215,1.6071631
-1.641141,0.91134435,1.365695,-0.15856303,0.47757578,0.9378785,-0.15669402,1.5388759
-1.0006173,-0.84335,0.73586535,0.5292797,-0.0067864126,1.3089461,0.27777147,1.7147584
0.026437653,0.86733353,1.269524,0.597577,0.1088856,0.79620725,-0.14258683,1.0060586
1.3763427,-0.2717582,0.602899,1.2540942,0.054272264,1.2196125,-1.6687235,-0.20900774
-0.47396243,-0.5236857,0.4354658,-0.017908638,0.081804164,0.5973493,-0.91598326,0.20135212
0.47825024,0.92567223,0.99931246,-0.016685488,0.378657,1.1963501,1.621368,1.6322554
-1.264319,-0.41054243,0.9082277,-0.2806494,0.7333362,2.4031117,-0.57149696,-1.9108276
0.011259572,1.4952704,1.4667666,0.5662113,0.38129038,2.6347427,0.81553495,-1.6318117
-0.99655116,1.0059041,0.05259889,-0.32261834,-0.119410515,0.43572617,0.33925512,1.0670913
-0.53309435,0.10175781,0.7745978,-0.0126751615,-0.25775805,2.6431603,1.1562084,-0.7090423
0.54822475,0.3470092,1.2653834,-0.9248882,0.08015554,3.397073,-1.2386725,-1.0590837
1.2112284,0.27853805,0.6784224,0.009054731,-0.26897112,1.5408373,0.6254432,1.4604632
0.7786105,-0.5383189,0.9827242,1.458067,-0.06299521,0.16119277,0.9816062,1.4944621
1.3198836,-1.500482,-0.002327219,1.4629533,-0.046461742,1.7124672,-0.94925976,-1.2047358
0.57437646,-0.46008626,0.63246167,-0.04878501,0.22867267,0.25948656,-0.731173,0.94443816
1.7850091,-1.2799252,0.45031098,0.78756577,-0.3586431,2.110358,-1.4986849,-0.2813085
-0.98246443,-1.706155,1.17448,-1.6986157,-0.6147618,0.38741314,1.677417,0.62973267
-0.84426826,-1.1774597,0.95812,-0.4102491,1.1611352,2.087747,-1.6601051,-0.2374389
1.0738105,-0.7532766,1.1125028,-1.7385643,0.025160532,0.92565733,-0.5917849,-0.62031823
0.44053328,-0.61657625,0.5328507,-0.31661808,-0.00031810248,1.3779881,-0.5491865,1.7819241
-1.7632463,1.0876478,0.9965893,-0.24839085,0.057280384,1.0508647,0.049435392,1.7717154
-0.432001,-0.9660846,0.6180054,0.31970847,0.88510245,0.48452365,1.2561433,0.39833462
0.23584336,0.38439104,0.8900692,-0.025937444,0.21988432,1.3803452,-0.18664953,0.6113576
1.3160346,-0.8959681,0.20874253,0.3525193,0.16707548,0.9920207,-0.41329175,1.86617
1.327909,1.1057101,0.85856736,0.27751994,0.28224415,1.7711172,-0.6149366,-0.46902564
1.2380848,0.47522998,1.4285226,-1.7939183,-0.045968033,1.2063904,2.912994,-1.3057573
1.1226386,-0.949354,1.1733174,-2.3342836,-0.2858461,2.691597,-0.36806163,-1.7178881
0.793203,-1.2657291,0.97576874,-0.44813877,0.15125674,0.4998381,0.3711727,1.6519514
-0.29962277,-0.9509318,0.69311965,0.5529868,-0.280761,1.3029797,-0.46158588,1.6474532
-0.86400753,-0.06306053,0.8114129,1.7765944,-0.06271629,0.41760957,-0.30936468,1.6243445
-0.4757968,1.4241855,-0.16785046,-0.78285134,0.3238538,0.8387372,1.0319227,1.8688121
1.7083012,-0.5802305,0.47540933,-0.32455498,-0.4255255,1.2608013,0.65378916,2.0381382
-1.1987404,0.15376818,0.23550779,-0.22961454,0.08442111,1.9726715,-0.32248697,-0.69854784
-1.862608,1.2392331,0.8755784,-2.3240552,0.1613215,0.44037294,0.33384776,0.9645116
1.5320725,-1.5409056,0.8036223,2.4902077,0.47505587,0.4192053,0.8377331,0.7407362
-0.8375884,-1.144043,0.045380186,0.21112163,-0.1488463,-0.72013175,0.1661536,0.2732638
-0.28328303,0.41848052,0.024715556,1.2805719,0.4215013,0.09639573,1.4463649,0.39296556
-0.39203757,-1.1936619,0.6466632,3.3628078,0.9647763,2.778718,-0.98239076,-1.5884794
1.7750423,-1.4059529,0.7255673,1.1498854,-0.026198141,0.7466743,1.1460557,1.5146105
-0.07350617,-1.5804678,1.2994717,2.067796,-0.4874474,0.91939706,0.6029846,0.8960667
0.51864976,1.582689,0.19638252,-0.026433539,-0.21243352,-0.0504452,-0.24551506,0.42393306
0.2614267,0.40207082,0.3968356,-1.364761,-0.041416623,1.8926605,0.3609662,-0.5830314
-0.27995583,-0.35666043,-0.3345271,-1.0957834,-0.028281594,0.25056684,1.4485221,0.11701981
0.19959006,-1.6733657,0.41476697,1.8931686,-0.05644246,2.9754748,0.35615566,0.6086057
-1.1089433,0.7177176,0.8043293,-1.21584,0.32757863,0.81905955,0.31340104,1.6506201
-0.3286364,-1.0283116,0.6885269,-1.2532985,0.041669894,1.8249257,-0.7874075,0.058310077
-1.8061228,-1.1623731,0.7981621,0.8862536,0.021512661,2.890656,1.6077174,0.12409316
-1.7769167,1.4157087,0.9490055,-1.3208784,0.46044028,0.916469,2.0982587,1.5663884
-0.4162224,0.5960768,0.023429094,1.6464881,0.20657201,0.9788302,-1.0431223,1.6463106
-1.6892825,1.4318128,0.49377358,-0.07656187,0.3356541,1.1418014,-0.43295753,0.954885
0.23510382,-1.6138463,0.97567827,0.5084979,0.08647249,-0.6901077,1.4605336,1.1353178
-1.033305,-0.8310598,-0.6309635,0.30404192,0.05829582,2.689373,0.1705224,1.4205886
